id,is_active,name,established,insured,last_updated,address,city,state,asset,deposits,ots_region,offices,offices_domestic,officies_foreign,fed_district
46929,0,Bank of North America,1991-03-08,1991-03-08,1996-11-26,2000 West Commercial Boulevard,Fort Lauderdale,Florida,525505,477851,Southeast,13,,,Atlanta
46930,0,Bell Federal Savings Bank,1991-03-19,1991-03-19,1994-08-25,9 South 69th Street,Upper Darby,Pennsylvania,574174,488808,Northeast,,,,New York
46931,0,"State Savings, FSB",1991-03-22,1991-03-22,1994-08-02,150 - 28 Union Turnpike,New York City,New York,399093,343425,Northeast,,,,New York
46932,0,"The Federal Savings Bank, FSB",1991-03-22,1991-03-22,1994-08-02,201 North Main Street,Swainsboro,Georgia,79417,82412,Southeast,,,,Atlanta
46933,0,"Republic Savings Bank, FSB",1991-03-22,1991-03-22,1994-08-25,1401 Rockville Pike,Rockville,Maryland,18275,15412,Southeast,,,,New York
46934,0,"Citizens Security Bank, F.A.",1991-03-22,1991-03-22,1994-08-25,516 North Deahl,Borger,Texas,23290,23373,West,,,,Dallas
46935,0,"American Savings Bank, F.S.B.",1991-03-22,1991-03-22,1994-08-02,606 East Main,Ada,Oklahoma,80482,80356,West,,,,Dallas
46936,0,First Federal Savings Association of Chickasha,1991-03-22,1991-03-22,1994-08-02,402 Chickasha Avenue,Chickasha,Oklahoma,115000,119764,West,,,,Dallas
46937,0,United Federal Savings Association of Iowa,1991-03-22,1991-03-22,1994-07-27,Fourth And Locust,Des Moines,Iowa,196162,267404,Western,,,,Kansas City
46938,0,"Columbia Savings and Loan Association, F.A.",1991-03-22,1991-03-22,1994-08-25,8800 Wilshire Boulevard,Beverly Hills,California,3932537,4696412,Western,,,,San Francisco
46939,0,"County Bank, F.S.B.",1991-03-27,1991-03-27,1994-08-25,1200 State Street,Santa Barbara,California,709874,640345,Western,,,,San Francisco
46940,0,"First Federal Savings Bank, FSB",1991-04-05,1991-04-05,1994-08-02,215 East Monroe Avenue,Ashburn,Georgia,16985,19730,Southeast,,,,Atlanta
46941,0,"First Federal Savings and Loan Association of Seminole County, F.A.",1991-04-05,1991-04-05,1994-08-25,312 West First Street,Sanford,Florida,106268,120057,Southeast,,,,Atlanta
46942,0,Columbia Federal Savings Association of Hamilton,1991-04-05,1991-04-05,1994-08-02,14 North Third Street,Hamilton,Ohio,55629,36047,Central,,,,Chicago
46943,0,First Federal Savings Bank of Zion,1991-04-05,1991-04-05,1994-08-25,2580 Sheridan Road,Zion,Illinois,37647,39088,Central,,,,Chicago
46944,0,Bainbridge National Bank,1991-04-01,1991-04-01,1998-10-29,226 South Broad Street,Bainbridge,Georgia,79592,67248,Southeast,2,,,Atlanta
46946,0,Associates National Bank (Delaware),1991-04-05,1991-04-05,2002-01-29,4550 New Linden Hill Road,Wilmington,Delaware,287913,60093,Northeast,1,,,New York
46947,0,Carolina State Bank,1991-04-05,1991-04-05,1998-01-07,316 South Lafayette Street,Shelby,North Carolina,142923,122547,Southeast,4,,,Atlanta
46949,0,Century South Bank of Dawsonville,1991-04-22,1991-04-22,2001-11-21,5000 Georgia Highway 400,Dawsonville,Georgia,82830,65960,Southeast,2,,,Atlanta
46950,0,Royal American Bank,1991-04-15,1991-04-15,2006-10-17,1604 Colonial Parkway,Inverness,Illinois,556388,467999,Central,6,,,Chicago
46951,0,May National Bank of Arizona,1991-04-01,1991-04-01,2003-05-01,4611 East Baseline Road,Phoenix,Arizona,9715,500,Western,1,,,Chicago
46952,0,LIBERTY BANK & TRUST,1991-04-12,1991-04-12,1998-04-13,7225 North Oracle Road,Tucson,Arizona,153337,140552,Western,7,,,Kansas City
47010,0,Republic Bank of Nebraska,1991-04-08,1991-04-08,1993-09-02,2305 23rd Street,Columbus,Nebraska,6333,5233,West,1,,,Kansas City
47013,0,Enterprise Bank,1991-04-22,1991-04-22,1998-09-10,6150 Enterprise Parkway,Solon,Ohio,45639,40771,Central,1,,,Chicago
47014,0,Harris Bank Round Lake,1991-04-29,1991-04-29,2004-06-22,935 West Rollins Road,Round Lake Heights,Illinois,182235,157749,Central,2,,,Chicago
47018,1,Enterprise Bank,1991-04-10,1991-04-10,2013-12-17,12800 West Center Road,Omaha,Nebraska,221405,198312,West,3,3,0,Kansas City
47021,0,Northwest Community Bank,1991-05-06,1991-05-06,1996-01-24,1902 64th Avenue West,Tacoma,Washington,55764,49514,West,2,,,San Francisco
47022,0,Security Federal Savings and Loan Association,1991-04-12,1991-04-12,1994-08-25,357 Bank Street,Waterbury,Connecticut,113904,94397,Northeast,,,,New York
47023,0,Prospect Park Federal Savings Bank,1991-04-19,1991-04-19,1994-08-02,989 Mcbride Avenue,West Paterson,New Jersey,111842,195166,Northeast,,,,New York
47024,0,Chisholm Federal Savings Association,1991-04-19,1991-04-19,1994-08-02,801 South Main,Kingfisher,Oklahoma,134590,132154,West,,,,Dallas
47025,0,Mercantile Federal Savings Bank,1991-04-19,1991-04-19,1994-08-25,579 Goodman Road East,Southaven,Mississippi,22229,23105,West,,,,Dallas
47026,0,"Metropolitan Federal Savings and Loan Association, F.A.",1991-04-19,1991-04-19,1994-08-02,"230 Fourth Avenue, North",Nashville,Tennessee,584484,617877,Southeast,,,,Dallas
47027,0,Cimarron Federal Savings Association,1991-04-19,1991-04-19,1994-08-02,619 North Main Street,Muskogee,Oklahoma,505490,480888,West,,,,Dallas
47028,0,"Sunbelt Federal Savings, FSB",1991-04-26,1991-04-26,1994-08-25,300 East Carpenter Freeway,Irving,Texas,3119515,3395171,West,,,,Dallas
47029,0,John Hanson Federal Savings Bank,1991-04-26,1991-04-26,1994-07-27,11700 Beltsville Drive,Beltsville,Maryland,113412,151569,Southeast,,,,New York
47030,0,Augusta Federal Savings Association,1991-04-26,1991-04-26,1995-02-06,420 North Howard Street,Baltimore,Maryland,85487,100314,Southeast,,,,New York
47031,0,"Red River Federal Savings and Loan Association, F.A.",1991-04-26,1991-04-26,1994-08-02,One S.W. 11th,Lawton,Oklahoma,321234,328917,West,,,,Dallas
47032,0,"Home Federal Savings and Loan Association, F.A.",1991-04-26,1991-04-26,1994-08-02,220 East State Street,Algona,Iowa,114574,97282,Western,,,,Kansas City
47033,0,Sentry Federal Savings Association,1991-05-03,1991-05-03,1995-02-06,101 Grangy Street,Norfolk,Virginia,27497,31322,Southeast,,,,Atlanta
47034,0,"Newton Savings Bank, FSB",1991-05-03,1991-05-03,1994-08-25,15 Trinity Street,Newton,New Jersey,36188,27487,Northeast,,,,New York
47035,0,"Liberty Savings Bank, FSB",1991-05-03,1991-05-03,1994-08-25,316 Second Street,Marietta,Ohio,14859,11163,Central,,,,Chicago
47036,0,"First Federal Savings and Loan Association of Pittsburg, F.A.",1991-05-03,1991-05-03,1994-08-25,306 North Broadway,Pittsburg,Kansas,122314,120397,Western,,,,Kansas City
47037,0,"Century Federal Savings Bank, FSB",1991-05-03,1991-05-03,1994-08-25,1947 West 35th Street,Chicago,Illinois,18858,19838,Central,,,,Chicago
47038,0,"Security Federal Savings and Loan Association, F.A.",1991-05-03,1991-05-03,1994-08-02,6501 Indian School Road,Albuquerque,New Mexico,116458,132500,West,,,,Dallas
47039,0,May National Bank of Ohio,1991-05-01,1991-05-01,2006-03-01,300 Sheffield Center,Lorain,Ohio,31036,500,Central,2,,,Chicago
47040,0,Metro United Bank,1991-05-15,1991-05-15,2014-02-04,7320 Clairemont Mesa Boulevard,San Diego,California,486370,407093,Western,6,6,0,Dallas
47041,0,Maritime Bank & Trust Company,1991-05-17,1991-05-17,1999-06-02,130 Westbrook Road,Essex,Connecticut,100297,87685,Northeast,3,,,New York
47043,0,"Bank of America Texas, National Association",1991-05-09,1991-05-09,1999-04-21,1925 West John Carpenter Freeway,Irving,Texas,5270829,4408785,West,169,,,Atlanta
47044,1,First Bank and Trust,1991-05-17,1991-05-17,2009-02-17,"909 Poydras Street, Suite 100",New Orleans,Louisiana,723477,655972,Western,16,17,0,Dallas
47046,0,Cosmopolitan Bank and Trust,1991-05-17,1991-05-17,2006-01-11,801 North Clark Street,Chicago,Illinois,429869,372500,Central,1,,,Chicago
47047,0,Colonial Federal Savings Bank,1991-05-10,1991-05-10,1995-02-06,1210 Pontiac Avenue,Cranston,Rhode Island,45674,41275,Northeast,,,,New York
47048,0,Guaranty Federal Savings Association,1991-05-10,1991-05-10,1994-08-25,106 South Houston Road,Warner Robins,Georgia,17553,12022,Southeast,,,,Atlanta
47049,0,"First Federal Savings and Loan Association of Fargo, F.A.",1991-05-10,1991-05-10,1994-08-25,325 Broadway,Fargo,North Dakota,39110,41068,West,,,,Kansas City
47050,0,"First Federal Savings and Loan Association of Creston, F.A.",1991-05-10,1991-05-10,1994-08-25,301 North Pine Street,Creston,Iowa,59798,60260,Western,,,,Kansas City
47051,0,First Federal Savings Association of Newton,1991-05-10,1991-05-10,1994-08-25,626 North Main,Newton,Kansas,91750,90138,Western,,,,Kansas City
47052,0,Ludington Federal Savings Bank,1991-05-17,1991-05-17,1994-08-25,101 East Court Street,Ludington,Michigan,26111,27041,Central,,,,Chicago
47053,0,Altus Federal Savings Bank,1991-05-17,1991-05-17,1994-08-02,851 South Beltline Highway,Mobile,Alabama,313951,433094,Southeast,,,,Atlanta
47074,0,First Century Bank,1991-05-24,1991-05-24,1999-06-04,200 Peppers Ferry Road,Wytheville,Virginia,39148,34023,Southeast,2,,,Atlanta
47075,0,midwest Bank of Hinsdale,1991-05-28,1991-05-28,2002-10-21,502-506 Chestnut Street,Hinsdale,Illinois,425267,332753,Central,3,,,Chicago
47076,0,First National Bank of South Georgia,1991-05-29,1991-05-29,2006-02-16,2627 Dawson Road,Albany,Georgia,103122,78823,Southeast,2,,,Atlanta
47077,0,United Community Bank Tennessee,1991-06-04,1991-06-04,2006-04-07,725 Highway 321 North,Lenoir City,Tennessee,333848,289437,Southeast,9,,,Atlanta
47078,1,Ledyard National Bank,1991-05-22,1991-05-22,2008-07-30,320 Main Street,Norwich,Vermont,409696,343975,Northeast,8,8,0,New York
47079,0,M&I Lake Country Bank,1991-06-03,1991-06-03,2001-03-19,112 East Capitol Drive,Hartland,Wisconsin,359508,279120,Central,6,,,Chicago
47102,0,Far West Federal Savings Bank,1991-06-07,1991-06-07,1994-08-02,421 S.W. Sixth Avenue,Portland,Oregon,343445,717809,West,,,,San Francisco
47103,0,"Progressive Savings Bank, FSB",1991-05-24,1991-05-24,1994-08-02,141 Southlake Avenue,Pasadena,California,281825,278565,Western,,,,San Francisco
47104,0,Boonslick Bank,1991-05-24,1991-05-24,2001-07-10,400 East Spring Street,Boonville,Missouri,107691,87311,West,5,,,Kansas City
47105,0,Metro Bank,1991-05-24,1991-05-24,2001-03-30,3417 Williams Boulevard,Kenner,Louisiana,71201,63670,Western,4,,,Dallas
47106,0,United Federal Savings Bank,1991-05-31,1991-05-31,1994-08-02,945 Cherokee Road,Smyrna,Georgia,101910,82876,Southeast,,,,Atlanta
47107,0,"New MeraBank Texas, FSB",1991-05-31,1991-05-31,1994-08-02,500 North Mesa Street,El Paso,Texas,605708,575849,West,,,,Dallas
47108,0,Westerleigh Federal Savings and Loan Association,1991-05-31,1991-05-31,1994-08-02,832 Jewett Avenue,Staten Island,New York,120526,117694,Northeast,,,,New York
47109,0,Goldome Federal Savings Bank,1991-05-31,1991-05-31,1994-08-02,"2100 - 66th Street, North",St. Petersburg,Florida,210866,379425,Southeast,,,,Atlanta
47110,0,Burleson County FSA,1991-05-31,1991-05-31,1994-08-25,300 West Highway 21,Caldwell,Texas,22550,24063,West,,,,Dallas
47111,0,"Dryades Savings and Loan Association, F.A.",1991-06-07,1991-06-07,1994-11-22,814 Gravier Street,New Orleans,Louisiana,59287,71708,Western,,,,Dallas
47112,0,J. P. Morgan FSB,1991-06-07,1991-06-07,2001-12-18,109 Royal Palm Way,Palm Beach,Florida,63704,15321,Southeast,,,,New York
47113,0,AmSouth Bank of Tennessee,1991-06-07,1991-06-07,1997-07-02,601 Market Center,Chattanooga,Tennessee,1132940,783059,Southeast,24,,,Atlanta
47114,0,"Executive Savings Bank, F.S.B.",1991-04-26,1991-04-26,1994-08-25,2929 Washington Boulevard,Marina Del Rey,California,40552,40798,Western,,,,San Francisco
47117,0,Commerce National Bank,1991-06-07,1991-06-07,2009-10-14,"3650 Olentangy River Road, Suite 1",Columbus,Ohio,638854,483514,Central,2,,,Chicago
47118,0,New East Bank of New Bern,1991-06-14,1991-06-14,1994-01-26,1801 South Glenburnie Road,New Bern,North Carolina,15983,13003,Southeast,1,,,Atlanta
47119,0,Saehan Bank,1991-06-12,1991-06-12,2013-12-11,"3580 Wilshire Boulevard, Suite 600",Los Angeles,California,591998,508933,Western,11,,,San Francisco
47121,0,"Pinebank, National Association",1991-06-24,1991-06-24,2007-08-31,1001 Brickle Bay Drive,Miami,Florida,412653,275751,Southeast,1,,,Atlanta
47122,0,Vermilion Federal Savings Bank,1991-05-10,1991-05-10,1994-08-25,500 Charity Street,Abbeville,Louisiana,14252,14221,Western,,,,Dallas
47123,0,"SouthTrust Bank of North Carolina, National Association",1984-07-27,1991-04-22,1996-06-26,4505 Falls Of The Neuse Road,Raleigh,North Carolina,149750,119664,Southeast,5,,,Atlanta
47125,1,Citizens First Bank,1991-07-01,1991-07-01,2006-11-03,1050 Lake Sumter Landing,The Villages,Florida,1575894,1375115,Southeast,11,11,0,Atlanta
47126,0,Johnson Bank Illinois,1991-06-28,1991-06-28,2000-04-27,920 South Waukegan Road,Lake Forest,Illinois,113870,78342,Central,2,,,Chicago
47127,0,Dillard National Bank,1991-06-18,1991-06-18,2004-11-10,396 North William Dillard Boulevard,Gilbert,Arizona,25958,7353,Western,2,,,San Francisco
47129,0,Colonial Bank of Sycamore,1991-06-24,1991-06-24,1992-01-14,511 West State Street,Sycamore,Illinois,5884,2337,Central,1,,,Chicago
47130,0,Springfield Federal Savings Association,1991-06-14,1991-06-14,1994-08-25,153 Saxer Avenue,Springfield,Pennsylvania,77427,77541,Northeast,,,,New York
47131,0,"First Commerce Savings Bank, FSB",1991-06-14,1991-06-14,1994-08-25,155 Mill Street,Lowell,Indiana,6899,6964,Central,,,,Chicago
47132,0,"U.S. Trust Company of Florida, National Association",1991-06-21,1991-06-21,2005-05-03,132 Royal Palm Way,Palm Beach,Florida,199597,147276,Southeast,3,,,New York
47133,0,Metrobank Federal Savings and Loan Association,1991-06-28,1991-06-28,1994-08-02,460 Bergen Boulevard,Palisades Park,New Jersey,399939,242535,Northeast,,,,New York
47134,0,"United Federal Savings and Loan Association, F.A.",1991-06-28,1991-06-28,1996-08-28,515 West Washington,Jonesboro,Arkansas,128799,124642,Western,,,,Dallas
47135,1,Arbor Bank,1991-07-01,1991-07-01,2011-07-07,911 Central Avenue,Nebraska City,Nebraska,226545,189523,West,5,5,0,Kansas City
47140,0,Tysons National Bank,1991-07-01,1991-07-01,1999-08-11,8200 Greensboro Drive,Mclean,Virginia,96377,76624,Southeast,4,,,Atlanta
47141,0,Southern State Bank,1959-10-09,1991-07-08,2008-03-28,521 East Page,Malvern,Arkansas,87377,70949,Western,3,,,Dallas
47142,1,Oak Valley Community Bank,1991-05-28,1991-05-28,2006-11-03,125 North Third Avenue,Oakdale,California,672036,602840,Western,15,15,0,San Francisco
47143,1,Monona State Bank,1991-07-01,1991-07-01,2006-11-03,5515 Monona Drive,Monona,Wisconsin,376411,281983,Central,4,3,0,Chicago
47164,0,"Surety Federal Savings and Loan Association, F.A.",1991-07-09,1991-07-09,1994-08-02,217 North Sterling Street,Morganton,North Carolina,63463,68686,Southeast,,,,Atlanta
47166,0,New Metropolitan Federal Savings Bank,1991-07-19,1991-07-19,1999-09-18,1291 West 49th Street,Hialeah,Florida,8069,32066,Southeast,,,,Atlanta
47167,0,Compass Bank,1991-07-12,1991-07-12,1997-10-03,76 South Laura Street,Jacksonville,Florida,1228108,1007561,Southeast,35,,,Atlanta
47168,0,Co-Operative Federal Savings Bank,1991-07-19,1991-07-19,1994-08-02,6125 South Cass Avenue,Westmont,Illinois,41029,41921,Central,,,,Chicago
47169,0,Fidelity Federal Savings and Loan Association,1991-07-12,1991-07-12,1995-02-06,"701 Brazos Street, Suite 100",Austin,Texas,61414,42086,West,,,,Dallas
47170,0,Danbury Federal Savings and Loan Association,1991-07-12,1991-07-12,1994-08-02,158 Main Street,Danbury,Connecticut,211072,143530,Northeast,,,,New York
47171,0,Monycor Federal Savings Bank,1991-07-12,1991-07-12,1994-08-02,410 East La Salle Avenue,Barron,Wisconsin,114847,104743,Central,,,,Chicago
47172,0,Atlantic Financial Federal Savings Bank,1991-07-26,1991-07-26,1994-08-02,140 Battery Street,San Francisco,California,327052,343278,Western,,,,San Francisco
47173,0,Anchor Bank,1991-07-18,1991-07-18,2004-01-14,34354 North Highway 45,Third Lake,Illinois,93597,78070,Central,2,,,Chicago
47174,0,Alliance Banking Company,1991-07-19,1991-07-19,2005-06-23,500 West Buffalo Street,New Buffalo,Michigan,132059,116597,Central,4,,,Chicago
47176,1,First State Bank of Northwest Arkansas,1991-07-26,1991-07-26,2008-08-05,432 Madison 1650,Huntsville,Arkansas,100700,75817,Western,3,3,0,Dallas
47177,0,Greers Ferry Lake State Bank,1991-07-26,1991-07-26,2008-08-05,1230 Highway 25b North,Heber Springs,Arkansas,63517,53057,Western,4,,,Dallas
47178,0,Twin City Bank,1991-07-26,1991-07-26,2009-06-22,2716 Lakewood Village Place,North Little Rock,Arkansas,728464,558889,Western,17,,,Dallas
47179,0,Regions Bank of Georgia,1991-07-26,1991-07-26,1997-09-30,201 13th Street,Columbus,Georgia,116475,95791,Southeast,4,,,Atlanta
47180,0,Community Bank of Georgia,1991-08-05,1991-08-05,2001-02-09,3333 Lawrenceville Highway,Tucker,Georgia,115125,97215,Southeast,3,,,Atlanta
47184,0,"The Chase Manhattan Bank of Connecticut, National Association",1991-08-09,1991-08-09,1995-05-15,999 Broad Street,Bridgeport,Connecticut,2132949,1882844,Northeast,53,,,New York
47185,0,Standard Federal Savings and Loan Association,1991-08-02,1991-08-02,1994-08-02,1339 Main Street,Columbia,South Carolina,155007,165407,Southeast,,,,Atlanta
47186,0,Coral Coast Federal Savings Bank,1991-08-02,1991-08-02,1995-11-21,113 North Congress,Boynton Beach,Florida,7419,18157,Southeast,,,,Atlanta
47188,0,Park Meridian Bank,1991-08-20,1991-08-20,2002-04-11,6826 Morrison Boulevard,Charlotte,North Carolina,286453,216653,Southeast,3,,,Atlanta
47189,0,Bloomingdale Bank and Trust,1991-08-14,1991-08-14,2006-12-19,150 South Bloomingdale Road,Bloomingdale,Illinois,462597,388471,Central,5,,,Chicago
47190,0,"Bank of Arkansas, National Asssociation",1991-08-16,1991-08-16,2011-02-17,3500 North College,Fayetteville,Arkansas,284020,247187,Western,2,,,Dallas
47191,0,Verdugo Banking Company,1991-08-19,1991-08-19,2003-09-23,400 North Brand Boulevard,Glendale,California,185885,169656,Western,1,,,San Francisco
47192,0,"Mojave Desert Bank, National Association",1991-08-02,1991-08-02,2013-03-04,15773 K Street,Mojave,California,103504,94129,Western,5,,,San Francisco
47209,0,"Centre Savings Association, F.A.",1991-08-16,1991-08-16,1994-08-02,410 West Abrams Street,Arlington,Texas,7767,9198,West,,,,Dallas
47210,0,First American Federal Savings Bank,1991-08-16,1991-08-16,1994-08-02,4380 North Campbell Avenue,Tucson,Arizona,83759,90910,Western,,,,San Francisco
47211,0,Spirit of America National Bank,1991-09-04,1991-09-04,2009-11-12,1103 Allen Drive,Milford,Ohio,35820,8064,Central,1,,,Chicago
47212,0,Western Bank,1991-09-03,1991-09-03,1995-05-08,1003 Main Street,Bridgeport,Nebraska,40864,37690,West,2,,,Kansas City
47213,0,"United Savings Bank, FSB",1991-08-30,1991-08-30,1994-08-25,19 South Lake Drive,Prestonsburg,Kentucky,34105,33557,Southeast,,,,Chicago
47214,0,Homestead Federal Savings Association,1991-08-30,1991-08-30,1994-08-02,120 South Union Street,Middletown,Pennsylvania,54413,73940,Northeast,,,,New York
47215,0,New Age Federal Savings Association,1991-08-23,1991-08-23,1994-08-02,1401 North Kingshighway Boulevard,St. Louis,Missouri,8224,8654,West,,,,Kansas City
47216,1,Crescent Bank & Trust,1991-08-30,1991-08-30,2013-08-22,"1100 Poydras Street, Suite 100",New Orleans,Louisiana,865540,758551,Western,39,35,0,Dallas
47217,0,Tamalpais Bank,1991-08-29,1991-08-29,2010-04-19,"851 Irwin Street, Suite 100",San Rafael,California,611504,457206,Western,7,,,San Francisco
47218,0,Bay Federal Savings Bank,1991-09-06,1991-09-06,1994-07-27,4674 Forest Hill Boulevard,West Palm Beach,Florida,2879,14807,Southeast,,,,Atlanta
47219,0,Citizens First Bank,1991-09-06,1991-09-06,1995-12-27,320 Capitol At Spring,Little Rock,Arkansas,90960,82639,Western,4,,,Dallas
47221,1,Nordstrom fsb,1991-08-30,1991-08-30,2011-07-21,"8502 East Princess Drive, Suite 150",Scottsdale,Arizona,246365,59806,Western,1,1,0,San Francisco
47246,0,Evergreen Federal Savings and Loan Association,1991-09-13,1991-09-13,1994-08-02,200 Bradford Street,Charleston,West Virginia,14473,16635,Northeast,,,,Atlanta
47247,0,Davy Crockett Federal Savings Association,1991-09-13,1991-09-13,1995-02-06,700 East Houston Street,Crockett,Texas,40049,33409,West,,,,Dallas
47248,0,Peoples Bank,1991-09-13,1991-09-13,2004-03-23,300 West Emerson,Paragould,Arkansas,84421,72669,Western,3,,,Dallas
47249,0,"Fifth Third Trust Co. and Savings Bank, F.S.B.",1991-09-13,1991-09-13,1996-04-05,4099 Tamiami Trail North,Naples,Florida,80334,57912,Southeast,,,,Atlanta
47250,0,First Security Bank of Conway,1991-09-16,1991-09-16,2008-10-16,1001 Front Street,Conway,Arkansas,392065,331516,Western,10,,,Dallas
47251,1,Unity Bank,1991-09-13,1991-09-13,2006-10-31,64 Old Highway 22,Clinton,New Jersey,920480,739442,Northeast,15,15,0,New York
47252,0,Abraham Lincoln Federal Savings Association,1991-09-19,1991-09-19,1994-08-02,715 Twining Road,Dresher,Pennsylvania,45945,60988,Northeast,,,,New York
47253,0,Plymouth Federal Savings Association,1991-09-27,1991-09-27,1994-08-02,Court And Russell Streets,Plymouth,Massachusetts,60683,84223,Northeast,,,,New York
47254,1,First National Bank of Coffee County,1991-09-23,1991-09-23,2006-11-03,420 South Madison Avenue,Douglas,Georgia,127143,106119,Southeast,1,1,0,Atlanta
47255,0,First Colonial Bank of McHenry County,1991-10-11,1991-10-11,1995-07-18,350 Commonwealth Drive,Crystal Lake,Illinois,37921,32755,Central,1,,,Chicago
47256,1,Mohave State Bank,1991-10-15,1991-10-15,2010-07-22,1771 Mcculloch Boulevard,Lake Havasu City,Arizona,287857,252324,Western,6,6,0,San Francisco
47257,0,Shawmut Bank NH,1991-10-10,1991-10-10,1996-02-07,1155 Elm Street,Manchester,New Hampshire,1343907,1194366,Northeast,38,,,New York
47258,1,East Boston Savings Bank,1991-09-01,1991-09-01,2012-05-14,10 Meridian Street,Boston,Massachusetts,2679136,2253583,Northeast,27,27,0,New York
47283,1,Citizens Bank of Pagosa Springs,1991-10-25,1991-10-25,2011-04-21,703 San Juan Street,Pagosa Springs,Colorado,72483,65341,Western,2,2,0,Chicago
47284,0,HomeBank Federal Savings Association,1991-10-10,1991-10-10,1994-11-22,"Route 11a, 401 Gilford Avenue",Gilford,New Hampshire,45112,73164,Northeast,,,,New York
47285,0,First International Bank,1991-10-24,1991-10-24,2011-10-03,1912 Avenue K,Plano,Texas,239916,208775,West,7,,,Dallas
47286,0,First Federal Savings Association,1991-10-11,1991-10-11,1994-08-25,1300 Broadway Street,Lubbock,Texas,190257,187953,West,,,,Dallas
47287,0,First Federal Savings and Loan Association,1991-10-16,1991-10-16,1994-08-02,761 West Huron Street,Pontiac,Michigan,291587,277865,Central,,,,Chicago
47288,0,Life Federal Savings Bank,1991-10-11,1991-10-11,1994-08-02,301 U.S. Highway 19 North,Clearwater,Florida,23784,25240,Southeast,,,,Atlanta
47289,0,Oak Tree Federal Savings Bank,1991-10-15,1991-10-15,1994-11-22,233 Carondelete Street,New Orleans,Louisiana,1479256,379505,Western,,,,Dallas
47290,0,Citizens Federal Savings Association,1991-10-16,1991-10-16,1994-08-02,930 University Boulevard,Jacksonville,Florida,21248,29188,Southeast,,,,Atlanta
47291,1,First Tuskegee Bank,1991-10-11,1991-10-11,2007-06-21,301 North Elm Street,Tuskegee,Alabama,58011,52208,Southeast,3,3,0,Atlanta
47359,0,Great American Federal Savings Association,1991-10-25,1991-10-25,1995-11-14,6795 Flanders Drive,San Diego,California,1308085,1994587,Western,,,,San Francisco
47360,0,First Tennessee Bank National Association Mississippi,1991-10-25,1991-10-25,1999-01-07,615 Goodman Road East,Southaven,Mississippi,68346,51257,West,2,,,Dallas
47361,0,Central National Bank-Newton,1991-10-28,1991-10-28,1994-04-14,Main Street And Broadway,Newton,Kansas,65433,53616,Western,3,,,Kansas City
47362,0,Marine View Federal Savings Bank,1991-11-01,1991-11-01,1994-08-02,1184 Highway 35,Middletown,New Jersey,84726,87750,Northeast,,,,New York
47363,0,First Federal Savings Bank of Creston,1991-11-01,1991-11-01,2013-07-03,501 W. Taylor St.,Creston,Iowa,79335,70915,Western,4,,,Kansas City
47364,0,Maine Bank & Trust Company,1991-11-20,1991-11-20,2009-02-19,467 Congress Street,Portland,Maine,430294,279076,Northeast,,,,New York
47365,0,East Penn Bank,1991-11-01,1991-11-01,2007-11-29,731 Chestnut Street,Emmaus,Pennsylvania,436869,372966,Northeast,9,,,New York
47377,1,Bank of North Carolina,1991-12-03,1991-12-03,2013-10-17,831 Julian Avenue,Thomasville,North Carolina,3227841,2708476,Southeast,42,41,0,Atlanta
47378,0,Western Federal Savings and Loan Association,1991-11-22,1991-11-22,1994-08-25,5345 West Lawrence Avenue,Chicago,Illinois,33542,27228,Central,,,,Chicago
47379,0,Peoples Federal Savings Association,1991-11-22,1991-11-22,1994-08-25,107 South Court,Ottumwa,Iowa,32229,31889,Western,,,,Kansas City
47380,0,White Horse Federal Savings and Loan Association,1991-11-22,1991-11-22,1994-08-02,3745 Quakerbridge Road,Trenton,New Jersey,26155,38295,Northeast,,,,New York
47381,0,Chase Federal Savings and Loan Association,1991-11-22,1991-11-22,1994-08-02,1562 East Wadsworth Avenue,Philadelphia,Pennsylvania,6442,12652,Northeast,,,,New York
47382,0,Cobb Federal Savings Association,1991-11-08,1991-11-08,1995-12-14,50 South Marietta Parkway,Marietta,Georgia,15872,27537,Southeast,,,,Atlanta
47383,1,Founders  Bank & Trust,1991-12-10,1991-12-10,2006-07-20,"5200 Cascade Road, S.E.",Grand Rapids,Michigan,455975,368077,Central,4,4,0,Chicago
47414,0,"Bank IV Missouri, National Association",1991-12-16,1991-12-16,1995-08-30,10000 College Boulevard,Overland Park,Kansas,83829,75984,Western,3,,,Kansas City
47415,0,Advanta Bank Corp.,1991-12-16,1991-12-16,2010-03-22,11850 South Election Drive,Draper,Utah,1525931,1519471,West,1,,,New York
47416,0,Investors Federal Savings Bank,1991-12-13,1991-12-13,1994-08-02,9201 Forest Hill Avenue,Richmond,Virginia,1256655,893105,Southeast,,,,Atlanta
47417,0,Guardian Federal Savings Association,1991-12-06,1991-12-06,1995-10-10,17011 Beach Boulevard,Huntington Beach,California,167737,80687,Western,,,,San Francisco
47418,0,IBERIABANK fsb,1991-12-31,1991-12-31,2011-02-17,5800 R Street,Little Rock,Arkansas,1647135,1293047,Western,,,,Dallas
47419,1,Preferred Bank,1991-12-23,1991-12-23,2009-03-03,601 South Figueroa Street,Los Angeles,California,1769080,1529436,Western,11,11,0,San Francisco
47420,0,Somerset Valley Bank,1991-12-19,1991-12-19,2007-09-11,103 West End Avenue,Somerville,New Jersey,549490,416905,Northeast,13,,,New York
